Date,U1.25.T.50.WIN.25.11.daily_ret,U2.base.algo.A.daily_ret,SPX.dailyRet,longHT_shortLT
5/1/2017,0.003409867,-0.005122792,0.001736164,-0.008532659
5/2/2017,0.001944972,0.003067933,0.001188822,0.001122961
5/3/2017,-0.001524685,-0.000657294,-0.001069975,0.000867391
5/4/2017,0.005291983,-0.006223682,0.000635706,-0.011515665
5/5/2017,0.002429448,0.011636307,0.004101178,0.009206859
5/8/2017,-0.005493853,-0.000678299,0.000138676,0.004815554
5/9/2017,-0.000572544,-0.003608328,-0.00097926,-0.003035784
5/10/2017,0.002284556,0.006100586,0.001513702,0.00381603
5/11/2017,-0.003146356,-0.013928422,-0.001840548,-0.010782066
5/12/2017,-0.004965324,-0.00473349,-0.001459968,0.000231834
5/15/2017,0.005023723,0.007300039,0.004899021,0.002276316
5/16/2017,-0.001671067,-0.004771772,-0.000486433,-0.003100705
5/17/2017,-0.015414526,-0.005477821,-0.017883485,0.009936705
5/18/2017,0.002395417,0.002151891,0.003706575,-0.000243526
5/19/2017,0.004280172,0.007456721,0.006788944,0.003176549
5/22/2017,0.004498719,0.008366997,0.005180512,0.003868278
5/23/2017,0.000546159,0.001270796,0.001860316,0.000724637
5/24/2017,0.002431602,0.002874185,0.002525591,0.000442583
5/25/2017,0.004736705,0.002973243,0.004580809,-0.001763462
5/26/2017,0.001235906,-0.000369458,0.000442669,-0.001605364
5/30/2017,-0.001670449,1.66E-05,-0.001050337,0.001687049
5/31/2017,0.003383805,0.000485683,-0.000305326,-0.002898122
,0.008600327,,,
,5.57E-05,,,
,-0.002111348,,,
,-0.007367093,,,
,0.003643725,,,
